"PROPAGATIVE_MATERIAL_TYPE","COUNTRY_OF_ORIGIN_NAME","MEDIAN_QTY_LT200","PRODUCER_GROUP_TOP","IMPORTER_NAME_TOP","Compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"ZACATE ORNAMENTAL Y DECORATIVO","bay cove group","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PREMIUM ORNAMENTALES","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","scott valentine","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","b c amp f brokerage","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","dockside management","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"SAPO VERDE 900","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","green tropical plants","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"COOPEINDIA  R.L.","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"GEOAGRO DE COSTA RICA","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"CERCA DEL PARAISO SA","b c amp f brokerage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","aura botanical","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"CERCA DEL PARAISO SA","aura botanical","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"GEOAGRO DE COSTA RICA","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PRODUCTOS EL MAPACHE DE ALAJUELA","south florida plant services","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","excelente foliage incorporated","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"CERCA DEL PARAISO SA","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PREMIUM PLANTS SA","kurt weiss greenhouse","Medium compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"MICRO PLANTAS","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PREMIUM ORNAMENTALES","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"CERCA DEL PARAISO SA","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"COOPEINDIA  R.L.","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","green plant cuttings usa","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PREMIUM ORNAMENTALES","b c amp f brokerage","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"COOPEINDIA  R.L.","south florida plant services","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"ZACATE ORNAMENTAL Y DECORATIVO","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"TURRIPLANTAS SA","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","mchutchison","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"MICRO PLANTAS","Reference","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PRODUCTOS EL MAPACHE DE ALAJUELA","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"CERCA DEL PARAISO SA","south florida plant services","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"MICRO PLANTAS","miyar intl brokerage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"CERCA DEL PARAISO SA","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"ORNAMENTALES SAPO VERDE 801","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"TURRIPLANTAS SA","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","ds cole growers","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PRODUCTOS EL MAPACHE DE ALAJUELA","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"CERCA DEL PARAISO SA","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"LA FLORESTA ORNAMENTALES","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"CERCA DEL PARAISO SA","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"CERCA DEL PARAISO SA","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PREMIUM PLANTS SA","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PREMIUM PLANTS SA","b c amp f brokerage","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"SAPO VERDE 900","Reference","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"COOPEINDIA  R.L.","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"QUELETZU SA","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Guatexotic","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"antho ornamentales1-7","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","western cactus enterprises","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","altman specialty plants","Poor compliance"
"Budwood/Graftwood (scion)","Singapore",TRUE,"Oriental Aquarium","complete aquatic systems","Poor compliance"
"Budwood/Graftwood (scion)","Singapore",TRUE,"Reference","ultum nature systems","Low compliance"
"Budwood/Graftwood (scion)","Singapore",TRUE,"Reference","tat tristan g","Poor compliance"
"Budwood/Graftwood (scion)","Singapore",TRUE,"Reference","Reference","Low compliance"
"Budwood/Graftwood (scion)","Singapore",TRUE,"Oriental Aquarium","Reference","Low compliance"
"Budwood/Graftwood (scion)","Singapore",TRUE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Budwood/Graftwood (scion)","Singapore",TRUE,"Reference","green thumb marketing","Poor compliance"
"Budwood/Graftwood (scion)","Singapore",TRUE,"Oriental Aquarium","green thumb marketing","Poor compliance"
"Budwood/Graftwood (scion)","Singapore",FALSE,"Oriental Aquarium","complete aquatic systems","Low compliance"
"Budwood/Graftwood (scion)","Singapore",FALSE,"Reference","ultum nature systems","Poor compliance"
"Budwood/Graftwood (scion)","Singapore",FALSE,"Reference","tat tristan g","Poor compliance"
"Budwood/Graftwood (scion)","Singapore",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Singapore",FALSE,"Oriental Aquarium","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Singapore",FALSE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Budwood/Graftwood (scion)","Singapore",FALSE,"Reference","green thumb marketing","Poor compliance"
"Budwood/Graftwood (scion)","Singapore",FALSE,"Oriental Aquarium","green thumb marketing","Poor compliance"
"Budwood/Graftwood (scion)","Slovakia",TRUE,"Reference","Reference","Poor compliance"
"Budwood/Graftwood (scion)","Slovakia",FALSE,"Reference","Reference","Low compliance"
"Budwood/Graftwood (scion)","Turkey",TRUE,"Reference","Reference","Low compliance"
"Budwood/Graftwood (scion)","Turkey",TRUE,"Reference","ds cole growers","Poor compliance"
"Budwood/Graftwood (scion)","Turkey",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Turkey",FALSE,"Reference","ds cole growers","Low compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"LATHYFLORA","Reference","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"LATHYFLORA","united plant growers","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"LATHYFLORA","primaflora international lp","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"Reference","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"LATHYFLORA","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"LATHYFLORA","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"LATHYFLORA","western cactus enterprises","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"Reference","ds cole growers","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"Reference","altman specialty plants","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"Reference","western cactus enterprises","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"Reference","scott valentine","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"Reference","mchutchison","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"Reference","kurt weiss greenhouse","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",TRUE,"Reference","missing","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"LATHYFLORA","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"LATHYFLORA","united plant growers","Low compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"LATHYFLORA","primaflora international lp","Low compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"Reference","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"LATHYFLORA","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"LATHYFLORA","express seed","Low compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"LATHYFLORA","western cactus enterprises","Low compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"Reference","ds cole growers","Low compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"Reference","altman specialty plants","Poor compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"Reference","western cactus enterprises","Low compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"Reference","scott valentine","Low compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"Reference","mchutchison","Low compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"Reference","kurt weiss greenhouse","Low compliance"
"Budwood/Graftwood (scion)","Kenya",FALSE,"Reference","missing","Low compliance"
"Budwood/Graftwood (scion)","Zimbabwe",TRUE,"Reference","western cactus enterprises","Poor compliance"
"Budwood/Graftwood (scion)","Zimbabwe",TRUE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Zimbabwe",TRUE,"Reference","altman specialty plants","Poor compliance"
"Budwood/Graftwood (scion)","Zimbabwe",TRUE,"Reference","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Zimbabwe",TRUE,"Reference","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Zimbabwe",TRUE,"Reference","scott valentine","Poor compliance"
"Budwood/Graftwood (scion)","Zimbabwe",FALSE,"Reference","western cactus enterprises","Low compliance"
"Budwood/Graftwood (scion)","Zimbabwe",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Zimbabwe",FALSE,"Reference","altman specialty plants","Poor compliance"
"Budwood/Graftwood (scion)","Zimbabwe",FALSE,"Reference","express seed","Low compliance"
"Budwood/Graftwood (scion)","Zimbabwe",FALSE,"Reference","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Zimbabwe",FALSE,"Reference","scott valentine","Low compliance"
"Budwood/Graftwood (scion)","Israel",TRUE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Israel",TRUE,"Reference","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Israel",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Israel",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Israel",FALSE,"Reference","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Israel",FALSE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","France",TRUE,"Reference","Reference","Low compliance"
"Budwood/Graftwood (scion)","France",TRUE,"Reference","missing","Poor compliance"
"Budwood/Graftwood (scion)","France",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","France",FALSE,"Reference","missing","Poor compliance"
"Budwood/Graftwood (scion)","North Macedonia",TRUE,"Reference","Reference","Low compliance"
"Budwood/Graftwood (scion)","North Macedonia",TRUE,"Reference","missing","Poor compliance"
"Budwood/Graftwood (scion)","North Macedonia",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","North Macedonia",FALSE,"Reference","missing","Low compliance"
"Budwood/Graftwood (scion)","Spain",TRUE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Spain",TRUE,"Reference","missing","Poor compliance"
"Budwood/Graftwood (scion)","Spain",TRUE,"Reference","western cactus enterprises","Poor compliance"
"Budwood/Graftwood (scion)","Spain",TRUE,"Reference","altman specialty plants","Poor compliance"
"Budwood/Graftwood (scion)","Spain",TRUE,"Reference","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Spain",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Spain",FALSE,"Reference","missing","Low compliance"
"Budwood/Graftwood (scion)","Spain",FALSE,"Reference","western cactus enterprises","Low compliance"
"Budwood/Graftwood (scion)","Spain",FALSE,"Reference","altman specialty plants","Poor compliance"
"Budwood/Graftwood (scion)","Spain",FALSE,"Reference","express seed","Low compliance"
"Budwood/Graftwood (scion)","Germany",TRUE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Germany",TRUE,"Reference","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Germany",TRUE,"Reference","missing","Poor compliance"
"Budwood/Graftwood (scion)","Germany",TRUE,"Reference","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Germany",TRUE,"Reference","perfect choice","Poor compliance"
"Budwood/Graftwood (scion)","Germany",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Budwood/Graftwood (scion)","Germany",TRUE,"Reference","mchutchison","Poor compliance"
"Budwood/Graftwood (scion)","Germany",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Germany",FALSE,"Reference","express seed","Low compliance"
"Budwood/Graftwood (scion)","Germany",FALSE,"Reference","missing","Low compliance"
"Budwood/Graftwood (scion)","Germany",FALSE,"Reference","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Germany",FALSE,"Reference","perfect choice","Poor compliance"
"Budwood/Graftwood (scion)","Germany",FALSE,"Reference","miyar intl brokerage","Poor compliance"
"Budwood/Graftwood (scion)","Germany",FALSE,"Reference","mchutchison","Low compliance"
"Budwood/Graftwood (scion)","Madagascar",TRUE,"Reference","complete aquatic systems","Poor compliance"
"Budwood/Graftwood (scion)","Madagascar",TRUE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Budwood/Graftwood (scion)","Madagascar",TRUE,"Reference","Reference","Poor compliance"
"Budwood/Graftwood (scion)","Madagascar",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Budwood/Graftwood (scion)","Madagascar",FALSE,"Reference","complete aquatic systems","Poor compliance"
"Budwood/Graftwood (scion)","Madagascar",FALSE,"Reference","waterscaap pond amp aquarium plants","Poor compliance"
"Budwood/Graftwood (scion)","Madagascar",FALSE,"Reference","Reference","Low compliance"
"Budwood/Graftwood (scion)","Madagascar",FALSE,"Reference","miyar intl brokerage","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",TRUE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Brazil",TRUE,"Reference","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",TRUE,"Reference","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",TRUE,"Reference","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",TRUE,"Reference","united plant growers","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",TRUE,"Reference","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",TRUE,"Reference","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",TRUE,"Reference","biostok","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Brazil",FALSE,"Reference","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Brazil",FALSE,"Reference","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",FALSE,"Reference","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",FALSE,"Reference","united plant growers","Low compliance"
"Budwood/Graftwood (scion)","Brazil",FALSE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",FALSE,"Reference","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Brazil",FALSE,"Reference","express seed","Low compliance"
"Budwood/Graftwood (scion)","Brazil",FALSE,"Reference","biostok","Poor compliance"
"Budwood/Graftwood (scion)","United Kingdom of Great Britain and N. Ireland",TRUE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","United Kingdom of Great Britain and N. Ireland",TRUE,"Reference","express seed","Poor compliance"
"Budwood/Graftwood (scion)","United Kingdom of Great Britain and N. Ireland",TRUE,"Reference","missing","Poor compliance"
"Budwood/Graftwood (scion)","United Kingdom of Great Britain and N. Ireland",TRUE,"Reference","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","United Kingdom of Great Britain and N. Ireland",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","United Kingdom of Great Britain and N. Ireland",FALSE,"Reference","express seed","Low compliance"
"Budwood/Graftwood (scion)","United Kingdom of Great Britain and N. Ireland",FALSE,"Reference","missing","Low compliance"
"Budwood/Graftwood (scion)","United Kingdom of Great Britain and N. Ireland",FALSE,"Reference","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Colombia",TRUE,"Reference","Reference","Medium compliance"
