INSPECTION_NUMBER,INSPECTION_LOCATION_NAME,PATHWAY,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,PRODUCER
INS-2329,Los Angeles PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",468,14775,Panzer Nursery
INS-8079,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),638,25889,"Matsui Nursery, Inc."
INS-8236,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",230,2517,Hines Horticulture
INS-7693,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),500,30968,"B&H Flowers, Inc."
INS-1182,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),657,38118,Bob's Market & Greenhouses Inc.
INS-3564,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),948,42301,Bailey Nurseries
INS-5156,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),37,1922,Paul Ecke Ranch
INS-6478,Miami PIS,Air,Japan,Budwood/Graftwood (scion),815,17257,Petitti Garden Center (Casa Verde)
INS-9228,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),213,122,Welby Gardens Co. Inc.
INS-4392,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",521,9237,Alex R. Masson
INS-8942,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",120,3342,Barcelo Enterprises
INS-2372,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",893,43561,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-4362,Miami PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",724,64364,"Bergen's Greenhouses, Inc."
INS-1404,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),50,576,Four Star Greenhouses
INS-7611,Los Angeles PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",419,2940,Panzer Nursery
INS-2266,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",382,1726,Mid-American Growers
INS-3277,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",112,1726,Kube-Pak
INS-8047,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),654,58332,Bay City Flowers
INS-5891,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),577,16663,Sawyer Nursery
INS-1141,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),3,48,Wenke Greenhouses
INS-1013,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",960,55685,Van de Wetering Greenhouses Inc.
INS-5618,Miami PIS,Air,India,Budwood/Graftwood (scion),485,26583,Battlefield Farms
INS-3818,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),789,36930,California Pajarosa
INS-2463,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),946,78283,Bob's Market & Greenhouses Inc.
INS-6615,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),659,13973,Dan & Jerry's Greenhouse
INS-3073,Miami PIS,Sea,New Zeland,Budwood/Graftwood (scion),968,76215,O.F. Nelson & Sons Nursery Inc.
INS-6405,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),895,32472,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-4417,Atlanta PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),939,54508,Paul Ecke Ranch
INS-2502,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),458,19235,Operation
INS-2171,Miami PIS,Air,India,Budwood/Graftwood (scion),685,13855,Myriad Flowers International
INS-3162,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",369,36219,Young's Nursery & Greenhouses
INS-1211,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",316,16374,Grower Direct Farms
INS-3846,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),810,36878,O.F. Nelson & Sons Nursery Inc.
INS-9163,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),829,75205,"Costa Farms, LLC"
INS-8575,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",276,9669,Kitayama Brothers
INS-4371,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",754,60998,Mid-American Growers
INS-6252,Atlanta PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),579,11013,The Sun Valley Group
INS-6156,Los Angeles PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",98,4940,Van Wingerden International Inc.
INS-8562,Atlanta PIS,Air,India,Budwood/Graftwood (scion),620,39210,"Matsui Nursery, Inc."
INS-3162,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",369,36219,Young's Nursery & Greenhouses
INS-3695,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),909,85976,Valley Flowers
INS-3762,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),484,36959,Bay City Flowers
INS-1255,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),683,11499,Panzer Nursery
INS-3880,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",96,1578,Tagawa Greenhouses
INS-9003,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),893,67310,Pacifica Flowers
INS-9208,Atlanta PIS,Train,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",743,1690,"Young's Plant Farm, Inc."
INS-1876,Miami PIS,Sea,New Zeland,Budwood/Graftwood (scion),252,15658,Four Star Greenhouses
INS-4982,Miami PIS,Train,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",945,47447,Paul Ecke Ranch
INS-4428,Atlanta PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),896,88864,Nurserymen's Exchange
INS-5285,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",118,4638,GroLink Plant Co.
INS-6106,Miami PIS,Sea,New Zeland,Budwood/Graftwood (scion),477,25781,"Stacy's Greenhouses, Inc."
INS-1183,Atlanta PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),196,12962,DeLeon's Bromeliads
INS-8681,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),960,37792,Hermann Engelmann Greenhouses
INS-9791,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",382,23893,Battlefield Farms
INS-6854,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",905,83508,Silver Terrace Nursery
INS-6917,Miami PIS,Air,Japan,Budwood/Graftwood (scion),623,32893,Kitayama Brothers
INS-5790,Atlanta PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",462,13845,"Farmers' West Flowers & Bouquets, Inc."
INS-4012,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),247,20448,Sawyer Nursery
INS-2251,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",205,4411,Hiebert Greenhouse of South Dakota
INS-6296,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",323,11735,The Sun Valley Group
INS-1307,Atlanta PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),29,1586,Paul Ecke Ranch
INS-8544,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",46,470,White's Nursery & Greenhouses Inc.
INS-4689,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),727,72699,Operation
INS-4661,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",782,28860,Harts Nursery
INS-3963,Miami PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",148,1859,Ocean Breeze International
INS-9701,Atlanta PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),607,47712,"Farmers' West Flowers & Bouquets, Inc."
INS-2440,Miami PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",729,28203,Tagawa Greenhouses
INS-2266,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",382,1726,Mid-American Growers
INS-2377,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),721,60224,Van de Wetering Greenhouses Inc.
INS-6910,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),106,2125,Operation
INS-9953,Miami PIS,Air,India,Budwood/Graftwood (scion),933,55793,Harts Nursery
INS-3162,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",369,36219,Young's Nursery & Greenhouses
INS-9171,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),112,8084,Kitayama Brothers
INS-3582,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",898,52438,"Bergen's Greenhouses, Inc."
INS-6825,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),774,5078,Johannes Flowers Inc.
INS-1255,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),683,11499,Panzer Nursery
INS-5304,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),187,9039,Kurt Weiss Greenhouses
INS-6854,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",905,83508,Silver Terrace Nursery
INS-5904,Miami PIS,Air,India,Budwood/Graftwood (scion),400,23093,Grower Direct Farms
INS-3199,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",137,1963,Armstrong Growers
INS-8562,Atlanta PIS,Air,India,Budwood/Graftwood (scion),620,39210,"Matsui Nursery, Inc."
INS-9717,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),950,59437,Kent's Bromeliads Nursery Inc.
INS-4982,Miami PIS,Train,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",945,47447,Paul Ecke Ranch
INS-6733,Miami PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",69,3112,Timberline Nursery Inc.
INS-8197,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),760,68572,Colorama Wholesale Nursery
INS-3218,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",643,8866,Floral Plant Growers LLC
INS-8890,Atlanta PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",96,9568,Ocean Breeze International
INS-3586,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),52,1057,Gallup & Stribling Orchids Inc.
INS-8047,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),654,58332,Bay City Flowers
INS-1881,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",181,14102,Pacifica Flowers
INS-3620,Atlanta PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",763,43708,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-5881,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),350,22047,Smith Gardens
INS-5761,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),591,48447,"Bergen's Greenhouses, Inc."
INS-8752,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",682,39503,Blue Ridge Growers
INS-9975,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",906,15839,Delray Plants Inc.
INS-1856,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",72,212,Petitti Garden Center (Casa Verde)
INS-3562,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",959,37651,Maria Gardens Greenhouses Inc.
INS-4212,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),746,27850,Polk Nursery Company Inc.
INS-5208,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),332,5194,Kerry's Bromeliads
INS-5298,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),937,7640,Rocket Farms
INS-8805,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",474,40010,Gallup & Stribling Orchids Inc.
INS-7989,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",834,15866,"Stacy's Greenhouses, Inc."
INS-1182,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),657,38118,Bob's Market & Greenhouses Inc.
INS-4962,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",633,16155,Heartland Growers
INS-6636,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),506,24161,DeLeon's Bromeliads
INS-5021,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),930,15439,El Modeno Gardens Inc.
INS-2119,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),590,38821,Dewar Nurseries
INS-4534,Los Angeles PIS,Train,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),847,5545,Rockwell Farms Inc.
INS-4659,Miami PIS,Air,Japan,Budwood/Graftwood (scion),356,5404,Smith Gardens
INS-2562,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),291,28218,'Riverview Flower Farm
INS-7744,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),648,62804,GroLink Plant Co.
INS-3945,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),392,23391,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-6402,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",302,22911,"Matsui Nursery, Inc."
INS-5649,Atlanta PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),600,2680,Van de Wetering Greenhouses Inc.
INS-8969,Miami PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",231,9864,Twixwood Nursery LLC
INS-1983,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",751,9985,Westland Floral Co.
INS-1884,Miami PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",603,26974,Milgro Nursery Inc.
INS-3739,Atlanta PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",199,8855,Hiebert Greenhouse of South Dakota
INS-4741,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),872,8715,Burgett Geothermal Greenhouses
INS-3737,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",376,12735,Green Valley Growers
INS-7783,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",29,1782,Nurserymen's Exchange
INS-3233,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),571,39639,Maria Gardens Greenhouses Inc.
INS-1709,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),788,23678,N.G. Heimos Greenhouses
INS-4661,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",782,28860,Harts Nursery
INS-8032,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",935,9003,Barcelo Enterprises
INS-8752,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",682,39503,Blue Ridge Growers
INS-7555,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",235,10940,"B&H Flowers, Inc."
INS-6127,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),443,7557,Alex R. Masson
INS-7522,Atlanta PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",523,44687,Color Star Growers
INS-7064,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),23,2091,Dan Schantz Farm
INS-3102,Miami PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",7,348,Green Circle Growers
INS-6098,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",25,5,Grower Direct Farms
INS-7989,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",834,15866,"Stacy's Greenhouses, Inc."
INS-3924,Miami PIS,Air,Japan,Budwood/Graftwood (scion),84,2496,Barcelo Enterprises
INS-6854,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",905,83508,Silver Terrace Nursery
INS-5224,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",849,65237,Cuthbert Greenhouse
INS-5542,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",654,45460,Metrolina Greenhouses
INS-1721,Miami PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",776,29583,Gallup & Stribling Orchids Inc.
INS-6966,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),973,19916,Heartland Growers
INS-8902,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",556,18706,Timberline Nursery Inc.
INS-2186,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",96,4372,Petitti Garden Center (Casa Verde)
INS-4310,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",603,12850,The Sun Valley Group
INS-1323,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),282,9101,Gallup & Stribling Orchids Inc.
INS-1211,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",316,16374,Grower Direct Farms
INS-9944,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",983,15167,GroLink Plant Co.
INS-5298,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),937,7640,Rocket Farms
INS-4193,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",309,18540,Metrolina Greenhouses
INS-3564,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),948,42301,Bailey Nurseries
INS-9837,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),555,37401,DeLeon's Bromeliads
INS-3263,Los Angeles PIS,Air,India,Budwood/Graftwood (scion),998,24926,Kitayama Brothers
INS-7530,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),985,10359,Battlefield Farms
INS-3607,Miami PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),238,14613,"Costa Farms, LLC"
INS-1585,Los Angeles PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",888,86274,Armstrong Growers
INS-7073,Atlanta PIS,Train,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),749,13492,Timberline Nursery Inc.
INS-1004,Miami PIS,Air,India,Budwood/Graftwood (scion),925,92470,Valley Flowers
INS-7047,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",140,7913,Plant Marketing LLC
INS-3250,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),677,27852,Kurt Weiss Greenhouses
INS-7693,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),500,30968,"B&H Flowers, Inc."
INS-7989,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",834,15866,"Stacy's Greenhouses, Inc."
INS-7522,Atlanta PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",523,44687,Color Star Growers
INS-1194,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),314,25352,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-7323,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),747,15592,Petitti Garden Center (Casa Verde)
INS-9953,Miami PIS,Air,India,Budwood/Graftwood (scion),933,55793,Harts Nursery
INS-3218,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",643,8866,Floral Plant Growers LLC
INS-3564,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),948,42301,Bailey Nurseries
INS-8475,Miami PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",284,12911,The Sun Valley Group
INS-2348,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",212,7932,Pacifica Flowers
INS-6917,Miami PIS,Air,Japan,Budwood/Graftwood (scion),623,32893,Kitayama Brothers
INS-7744,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),648,62804,GroLink Plant Co.
INS-1232,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),655,18729,Kerry's Bromeliads
INS-6102,Los Angeles PIS,Train,New Zeland,"Root cutting, crown, or clump, Tuberous Root",578,34423,Nurserymen's Exchange
INS-6252,Atlanta PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),579,11013,The Sun Valley Group
INS-3818,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),789,36930,California Pajarosa
INS-8969,Miami PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",231,9864,Twixwood Nursery LLC
INS-2372,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",893,43561,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-4280,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",832,12232,Sawyer Nursery
INS-8729,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),593,35707,"Costa Farms, LLC"
INS-2582,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",577,31405,Bob's Market & Greenhouses Inc.
INS-8513,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),67,4387,Kawahara Nurseries
INS-1679,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",292,18583,Van de Wetering Greenhouses Inc.
INS-5285,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",118,4638,GroLink Plant Co.
INS-1623,Atlanta PIS,Air,India,Budwood/Graftwood (scion),366,1511,Four Star Greenhouses
INS-7047,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),523,11102,Grower Direct Farms
